;   
;  IMD Data
       8714.7861       0.80433286
       8796.3433       0.80894733
       8878.6637       0.81491169
       8961.7546       0.82169454
       9045.6230       0.82843889
       9130.2763       0.83511839
       9215.7219       0.84215000
       9301.9671       0.85062518
       9389.0194       0.85966020
       9476.8864       0.86856600
       9565.5757       0.87556234
       9655.0950       0.88041821
       9745.4521       0.88512941
       9836.6547       0.88969936
       9928.7109       0.89407340
       10021.629       0.89787352
       10115.416       0.90181455
       10210.081       0.90565796
       10305.632       0.90939470
       10402.077       0.91258888
       10499.424       0.91553151
       10597.683       0.91839204
       10696.861       0.92115940
       10796.968       0.92377702
       10898.011       0.92594530
       11000.000       0.92805618
